Experiment_ID,Protein_Name,Representative.UniProt_ID,Protein_description,Mascot_Score,SSM,UPM,SSM_used_for_quantification,Vehicle_control_.n.1.,Vehicle_control_.n.2.,Binding_of_NBF_to_fresh_beads_.n.1.,Binding_of_NBF_to_fresh_beads_.n.2.,Compound_competition.40_µM_,Compound_competition_.13.33_µM,Compound_competition_4.44_µM,Compound_competition_1.48_µM,Compound_competition_0.49_µM,Compound_competition_0.16_µM,Hill,IC50,MS1_intensity,Kdapp,ProteinType
X031792,RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,500,14,10,10,1,1.051033,1.295206,0.956458,1.072009,1.10739,1.059514,1.148798,1.071853,1.054436,0,40,7.1123,0,P
X031792,SRSF1,Q07955,Serine/arginine-rich splicing factor 1,393,12,7,8,1,1.401794,1.589234,1.027811,1.111662,1.378155,1.206237,1.424837,1.205976,1.134341,0,40,7.1693,0,Q
X031792,MSH2,P43246,DNA mismatch repair protein Msh2,1278,30,25,25,1,0.974197,1.063614,0.89498,1.014376,0.928148,1.022983,0.996763,0.958377,0.975203,1,40,7.5038,0,P
X031792,MATR3,P43243,Matrin-3,1315,44,24,29,1,0.977445,1.095176,0.859403,1.02443,0.99184,1.071717,1.064905,1.006817,0.963161,0,40,8.2664,0,P
X031792,MRPL50,Q8N5N7,"39S ribosomal protein L50, mitochondrial",149,3,2,2,1,0.980119,1.0703,1.051085,1.031148,1.005628,1.034109,1.030376,1.001053,1.000597,0,40,6.7848,0,Q
X031792,RARS,P54136,"Arginine--tRNA ligase, cytoplasmic",1015,26,18,19,1,1.021936,1.08452,0.975869,1.054778,1.032444,1.017217,1.070432,1.063996,1.020327,0,40,7.7308,0,P
X031792,DCXR,Q7Z4W1,L-xylulose reductase,188,6,4,4,1,0.9443,1.11836,0.79132,1.075556,1.108716,1.080026,1.076707,1.011271,0.972289,0,40,7.3211,0,Q
X031792,MARS,P56192,"Methionine--tRNA ligase, cytoplasmic",1141,32,21,24,1,0.95773,1.089177,0.922178,1.068424,0.984845,1.059253,1.032475,1.003237,0.982237,0,40,7.9257,0,P
X031792,ABHD10,Q9NUJ1,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",224,7,4,4,1,1.256904,3.436874,0.913896,0.83688,1.145734,0.938797,1.247111,1.063559,1.013333,1,40,6.9587,0,Q
X031792,CDC42BPG,Q6DT37,Serine/threonine-protein kinase MRCK gamma,173,7,4,4,1,0.907082,4.552827,0.995855,0.843861,1.090966,1.016906,1.116962,0.986781,1.146339,1,40,6.4127,0,Q
X031792,VCP,P55072,Transitional endoplasmic reticulum ATPase,1507,37,26,27,1,1.026521,1.064752,0.898291,0.957199,0.94994,0.999373,0.993539,0.957899,0.963441,1,40,7.9826,0,P
X031792,NDUFA8,P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,110,3,2,2,1,1.004473,1.073136,1.048066,1.047018,0.965735,0.96778,0.960081,1.061202,1.053048,0,40,6.7082,0,P
X031792,S100A4,P26447,Protein S100-A4,129,4,3,3,1,1.070616,1.07946,0.965437,0.993569,1.035567,0.84453,0.930735,1.042013,1.111745,1,40,7.6407,0,P
X031792,MRPL1,Q9BYD6,"39S ribosomal protein L1, mitochondrial",173,7,4,4,1,1.115815,1.242729,0.991123,1.559872,1.133773,1.027619,1.176085,1.097095,1.0652,0,40,6654,0,Q
X031792,DDX6,P26196,Probable ATP-dependent RNA helicase DDX6,311,7,6,6,1,1.253213,1.386628,0.929782,1.048675,1.312933,1.111379,1.302742,1.091012,0.929661,0,40,6.8615,0,P
X031792,SMCHD1,A6NHR9,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,101,5,2,2,1,1.132356,1.109237,0.846285,0.997884,1.073481,0.950325,1.079618,0.954037,0.974892,1,40,6313,0,A
X031792,SPATA5L1,Q9BVQ7,Spermatogenesis-associated protein 5-like protein 1,69,3,2,2,1,1.069289,1.290324,1.115829,1.254318,1.127284,1.23562,1.403854,1.22324,0.94355,0,40,6.2353,0,Q
X031792,CLPTM1L,Q96KA5,Cleft lip and palate transmembrane protein 1-like protein,150,4,2,2,1,1.023501,0.952418,0.922372,1.035682,0.955259,0.959812,1.037715,1.0314,1.110908,1,40,5.5558,0,Q
X031792,PHF5A,Q7RTV0,PHD finger-like domain-containing protein 5A,174,6,4,4,1,1.072353,1.076561,0.981444,1.024845,1.042509,0.986827,1.027043,1.030437,0.997053,0,40,7.2212,0,Q
X031792,GRAMD1A,Q96CP6,GRAM domain-containing protein 1A,108,4,3,3,1,0.978056,1.334494,0.755461,0.87631,0.798947,0.835505,0.925387,0.8787,0.842537,1,40,6.2604,0,Q
X031792,CRACR2A,Q9BSW2,EF-hand calcium-binding domain-containing protein 4B,248,6,4,4,1,0.966993,1.096586,0.930805,1.030893,1.00518,1.028431,0.981272,1.028271,1.094429,0,40,6493,0,Q
X031792,CDC20,Q12834,Cell division cycle protein 20 homolog,246,8,7,8,1,1.027808,1.142501,0.900932,1.023872,0.97424,1.123981,1.018173,1.034264,1.053008,1,40,7.0936,0,Q
X031792,PRPF19,Q9UMS4,Pre-mRNA-processing factor 19,291,6,5,6,1,1.014835,1.226616,0.926827,0.956939,1.001749,0.980397,1.029024,1.016448,0.921769,0,40,7.1575,0,Q
X031792,MSI2,Q96DH6,RNA-binding protein Musashi homolog 2,255,13,4,4,1,1.006139,1.4469,0.933327,1.026881,0.939816,1.131162,1.137541,0.976153,0.993719,1,40,7.2066,0,Q
X031792,TRIM27,P14373,Zinc finger protein RFP,82,2,2,2,1,1.02957,1.164976,0.998352,1.085032,1.095107,1.033149,1.100588,1.027069,1.019281,0,40,6.7011,0,P
X031792,ECH1,Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",973,79,16,47,1,0.924907,0.273712,0.212076,1.161607,1.03253,0.996905,1.043344,1.111141,0.971138,0,40,9.1316,0,Q
X031792,D2HGDH,Q8N465,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",233,9,4,4,1,0.99291,0.966257,0.97356,0.96728,1.059713,0.964398,0.885033,0.939202,1.116968,0,40,7.0005,0,Q
X031792,PRPF6,O94906,Pre-mRNA-processing factor 6,884,23,16,16,1,1.039227,1.127483,0.923739,1.073394,1.066315,1.036801,1.040795,1.038157,1.028781,0,40,7.1224,0,O
X031792,INPP5F,Q9Y2H2,Phosphatidylinositide phosphatase SAC2,291,9,6,6,1,1.016718,1.027416,0.849498,0.99404,0.908202,1.026574,0.973596,0.892096,1.034156,0.71,40,6.4963,0,Q
X031792,EEF1D,P29692,Elongation factor 1-delta,553,17,9,10,1,1.167765,1.212543,0.968139,1.071408,1.186825,1.093805,1.267978,1.1631,1.015022,0,40,7.7214,0,P
X031792,CNOT3,O75175,CCR4-NOT transcription complex subunit 3,140,5,3,3,1,0.987268,1.162275,1.021244,1.072354,1.028212,1.007931,1.135107,1.060447,1.036769,0,40,6.8968,0,O
X031792,ATP6V1A,P38606,V-type proton ATPase catalytic subunit A,886,24,18,18,1,1.01208,1.120077,0.887049,0.995792,0.95255,1.018995,1.033229,0.977885,0.990519,1,40,7.5692,0,P
X031792,TAOK1,Q7L7X3,Serine/threonine-protein kinase TAO1,238,7,4,4,1,0.987795,1.31848,0.894828,1.025107,1.026174,1.205665,0.938977,0.959657,1.098909,1,40,6.4977,0,Q
X031792,SACS,Q9NZJ4,Sacsin,287,13,5,5,1,0.939747,1.095562,0.973376,1.041891,0.991141,0.928671,1.02081,1.03964,1.122645,1,40,6133,0,Q
X031792,SUGP2,Q8IX01,SURP and G-patch domain-containing protein 2,92,3,2,2,1,1.085403,1.244448,0.76316,1.15512,1.281906,1.276718,1.251751,1.056197,0.942604,0,40,6.2573,0,Q
X031792,STXBP4,Q6ZWJ1,Syntaxin-binding protein 4,570,13,10,10,1,0.97608,1.136252,0.959086,1.099003,0.9829,1.135523,1.073609,1.044171,1.029128,1,40,6.9381,0,Q
X031792,USP15,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15,184,8,3,3,1,1.006175,1.165556,0.855591,0.900131,1.003524,0.973436,0.988425,0.881525,0.97965,1,40,6.6359,0,Q
X031792,HAT1,O14929,Histone acetyltransferase type B catalytic subunit,303,10,6,7,1,1.144123,1.109636,0.966118,0.999735,0.992724,1.009021,1.052174,0.94605,0.980535,1,40,7.0243,0,O
X031792,WDR61,Q9GZS3,WD repeat-containing protein 61,229,4,3,3,1,1.109124,1.120962,0.974192,0.926098,1.065062,1.047606,1.096781,0.971164,0.966027,1,40,6.0842,0,Q
X031792,DHX16,O60231,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,383,11,8,8,1,0.988597,1.005528,0.645351,0.894299,0.869022,1.029944,0.927592,0.801022,0.837991,1,40,7.1263,0,O
X031792,HDAC6,Q9UBN7,Histone deacetylase 6,426,14,10,12,1,0.9201,0.954936,0.881327,1.016863,0.943583,1.014127,0.982611,1.01738,1.051783,1,40,7498,0,Q
X031792,TACC2,O95359,Transforming acidic coiled-coil-containing protein 2,78,5,2,2,1,1.212169,1.131842,0.848152,0.957511,1.121672,0.918371,1.090215,1.012133,1.01144,0,40,6.8372,0,O
X031792,POLE,Q07864,DNA polymerase epsilon catalytic subunit A,425,12,9,9,1,1.160035,1.322253,1.004005,1.140015,1.176196,1.156192,1.241346,1.121514,1.212285,0,40,6.6741,0,Q
X031792,PSMD2,Q13200,26S proteasome non-ATPase regulatory subunit 2,1865,60,34,43,1,0.940523,1.010814,0.899456,1.04012,0.974791,1.005911,0.988996,0.992354,0.976399,1,40,8.1139,0,Q
X031792,FAM91A1,Q658Y4,Protein FAM91A1,215,7,3,3,1,0.951984,1.288423,0.879091,0.977359,0.924693,1.08412,0.994635,0.961437,0.919356,1,40,6.7944,0,Q
X031792,PTCD3,Q96EY7,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",337,12,7,7,1,0.98688,1.052259,0.917689,1.077032,1.01882,1.037194,1.000735,1.001468,1.05595,0,40,7271,0,Q
X031792,DNAJA3,Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial",274,8,5,6,1,0.946619,1.216406,0.898445,1.083743,0.967171,1.032686,0.966279,1.036736,0.97769,1,40,7.4135,0,Q
X031792,CDH3,P22223,Cadherin-3,180,6,5,5,1,0.920677,1.07951,0.927351,0.979531,0.892819,0.969037,0.930525,0.980367,1.01259,1,40,6.8176,0,P
X031792,NOB1,Q9ULX3,RNA-binding protein NOB1,112,5,2,2,1,0.831466,0.827262,0.747499,0.993282,1.155977,1.377436,1.167886,0.735054,0.815574,0,40,6.6305,0,Q
X031792,AKAP8L,Q9ULX6,A-kinase anchor protein 8-like,538,10,9,9,1,1.05416,1.264123,0.901601,1.1295,1.17581,1.187533,1.287129,1.10471,1.132128,0,40,6.7536,0,Q
X031792,INTS3,Q68E01,Integrator complex subunit 3,179,7,5,5,1,0.954938,1.082633,0.915911,1.021851,0.931059,1.035825,1.039041,0.999139,1.0205,1.57,40,6.7695,0,Q
X031792,YTHDF1,Q9BYJ9,YTH domain-containing family protein 1,212,5,3,3,1,0.962281,1.100875,0.847427,1.079331,1.046646,1.093314,1.08239,1.093114,1.059178,0,40,6.4367,0,Q
X031792,UCK2,Q9BZX2,Uridine-cytidine kinase 2,218,7,6,6,1,1.077509,1.281997,0.936647,1.046357,1.044159,1.125533,1.190762,1.140635,1.15566,0,40,6.6805,0,Q
X031792,FTH1,P02794,Ferritin heavy chain,144,4,3,3,1,1.185878,1.626095,1.005093,1.24125,1.213825,1.141632,1.230078,1.104626,1.00931,0,40,6.7496,0,P
X031792,CSTB,P04080,Cystatin-B,182,5,4,4,1,1.193868,1.410567,0.981034,0.953471,1.170537,1.046115,1.103935,0.970037,0.928833,0,40,7.0786,0,P
X031792,SRP72,O76094,Signal recognition particle subunit SRP72,607,16,12,13,1,1.063616,1.154813,0.888394,1.043375,1.031064,1.026286,1.059366,1.014217,1.028531,0,40,7.0047,0,O
X031792,MRPS27,Q92552,"28S ribosomal protein S27, mitochondrial",424,9,9,9,1,0.970755,1.195114,0.957764,1.075883,1.018136,1.097964,1.092408,1.105755,1.030382,0,40,7.1592,0,Q
X031792,ANAPC5,Q9UJX4,Anaphase-promoting complex subunit 5,120,4,3,3,1,1.11353,1.378291,0.991668,1.257246,1.050266,1.105414,1.086623,1.033777,1.051677,0,40,6.4467,0,Q
X031792,ACSL3,O95573,Long-chain-fatty-acid--CoA ligase 3,272,7,3,4,1,1.085549,1.339295,0.918597,1.03851,1.094939,1.054722,1.233008,1.058578,0.873963,0,40,6.2666,0,O
X031792,NUP88,Q99567,Nuclear pore complex protein Nup88,177,6,3,3,1,0.966066,1.151937,0.8337,0.990374,0.901658,0.97815,1.046692,0.95536,1.006587,1,40,6.8863,0,Q
X031792,PKP4,Q99569,Plakophilin-4,117,5,4,4,1,1.030013,1.428316,0.97715,1.169743,1.087439,1.127757,1.223341,1.125911,1.243725,0,40,6.5614,0,Q
X031792,EDC3,Q96F86,Enhancer of mRNA-decapping protein 3,170,4,2,2,1,1.050658,1.324569,1.032448,1.146336,1.106941,1.172278,1.05631,1.074712,1.182514,0,40,6.7658,0,Q
X031792,SERPINH1,P50454,Serpin H1,471,11,10,11,1,1.173578,1.351208,0.894194,0.988773,1.107988,1.065009,1.168305,1.010933,0.919163,0,40,7.3843,0,P
X031792,SERPINB9,P50453,Serpin B9,113,3,3,3,1,1.379341,1.358378,1.029945,1.072554,1.436596,1.217613,1.455341,1.217721,1.072003,0,40,6.3904,0,P
X031792,MMS22L,Q6ZRQ5,Protein MMS22-like,82,2,2,2,1,1.29821,1.511293,1.073794,1.410425,1.213826,1.040828,1.306872,1.064177,1.111367,0,40,5.9288,0,Q
X031792,PABPC1,P11940,Polyadenylate-binding protein 1,932,36,16,19,1,1.013381,1.190016,0.917884,1.046412,0.995476,1.081201,1.056807,1.016907,0.981513,0,40,8177,0,P
X031792,ARPC1B,O15143,Actin-related protein 2/3 complex subunit 1B,86,2,2,2,1,1.27463,1.431689,1.091906,1.076934,1.333659,0.981137,1.230499,1.137112,0.817846,0,40,6.2217,0,O
X031792,ARPC2,O15144,Actin-related protein 2/3 complex subunit 2,214,7,5,5,1,1.331695,2.070535,1.087262,1.022403,1.331138,0.961908,1.255034,1.158803,1.044663,1,40,6.6892,0,O
X031792,ARAF,P10398,Serine/threonine-protein kinase A-Raf,272,6,4,4,1,1.040987,1.112073,0.995474,1.060917,1.069013,0.987168,1.030505,1.043084,1.081115,1,40,6.4226,0,P
X031792,PRPF4,O43172,U4/U6 small nuclear ribonucleoprotein Prp4,373,10,8,8,1,1.12077,1.216919,1.052787,1.160702,1.126237,1.123968,1.167684,1.110377,1.1431,0,40,6886,0,O
X031792,RAB11B,Q15907,Ras-related protein Rab-11B,360,7,7,7,1,1.361657,1.420678,0.974106,1.077294,1.314658,1.005629,1.369266,1.213852,0.997703,0,40,7.2952,0,Q
X031792,SF3B2,Q13435,Splicing factor 3B subunit 2,713,22,15,15,1,1.092354,1.120549,0.763813,0.905031,1.086925,1.076108,1.272906,0.910434,0.929532,0,40,7.3449,0,Q
X031792,OS9,Q13438,Protein OS-9,187,11,4,4,1,0.880967,0.983608,0.932325,0.989844,0.88224,1.033805,1.026337,0.990247,1.049665,1,40,7.0947,0,Q
X031792,UBE2I,P63279,SUMO-conjugating enzyme UBC9,137,4,3,3,1,1.238352,1.340313,1.113563,1.005375,1.10553,0.92738,1.14693,1.048596,1.085966,1,40,6.8691,0,P
X031792,GTF3C5,Q9Y5Q8,General transcription factor 3C polypeptide 5,247,9,5,5,1,1.104618,1.352165,0.830156,1.116845,1.090653,1.043796,1.061571,1.057555,1.140806,0,40,6.5779,0,Q
X031792,SLC2A1,P11166,"Solute carrier family 2, facilitated glucose transporter member 1",335,7,6,6,1,1.129715,1.310171,1.029534,1.11959,1.080362,1.103086,1.262452,1.024056,0.980438,0,40,7.3323,0,P
X031792,ACAD8,Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial",302,6,4,4,1,0.989778,0.919564,0.859117,1.068812,0.959093,1.013789,1.001459,1.113569,1.024004,0,40,7.2427,0,Q
X031792,CPSF4,O95639,Cleavage and polyadenylation specificity factor subunit 4,139,5,4,4,1,1.015217,1.091219,0.970227,1.099257,1.02386,1.020899,1.075515,1.025687,1.098908,0,40,6.8425,0,O
X031792,MRPS10,P82664,"28S ribosomal protein S10, mitochondrial",108,3,2,3,1,1.112504,1.24226,0.997204,1.013941,0.990333,1.107503,1.048729,0.950799,0.984717,1,40,7.0598,0,P
X031792,EIF4A3,P38919,Eukaryotic initiation factor 4A-III,694,26,12,19,1,0.924817,0.969885,0.770192,0.916761,0.797789,1.04263,0.924376,0.840487,0.869933,0.82,40,8.0207,0,P
X031792,TCP11L1,Q9NUJ3,T-complex protein 11-like protein 1,121,4,3,3,1,1.125034,1.465487,1.019262,0.995083,1.138477,1.10592,1.089368,1.158231,1.221993,0,40,6.1612,0,Q
X031792,44813,Q9UHD8,Septin-9,530,14,10,10,1,1.110555,1.27953,0.894412,1.02686,1.178666,0.989895,1.219227,1.045802,0.915307,0,40,7097,0,Q
X031792,LRPPRC,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial",2476,73,52,59,1,1.008006,1.116124,0.816156,0.999391,0.954627,1.068905,1.048526,0.925331,0.974656,0,40,8.0737,0,P
X031792,HNRNPM,P52272,Heterogeneous nuclear ribonucleoprotein M,1699,65,35,45,1,1.057339,1.169463,0.849965,0.968009,0.980384,1.06088,1.054962,0.935172,0.898041,0,40,8.0708,0,P
X031792,PRKAR2A,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,174,6,2,2,1,1.114812,1.160719,1.061912,1.023774,1.039662,0.993689,1.139458,1.081732,1.18088,0,40,6632,0,P
X031792,PPFIBP1,Q86W92,Liprin-beta-1,324,9,5,5,1,0.929561,1.097125,0.908274,1.027664,1.036587,1.091112,1.07272,1.045909,0.934914,0,40,7.0133,0,Q
X031792,DARS2,Q6PI48,"Aspartate--tRNA ligase, mitochondrial",127,3,2,2,1,1.269964,1.125644,0.892605,1.070039,1.057088,1.081137,1.146709,1.025518,1.021336,0,40,6.3589,0,Q
X031792,RPS6KA3,P51812,Ribosomal protein S6 kinase alpha-3,52,2,2,2,1,1.096296,1.103538,0.845084,0.960827,1.060385,0.974407,0.993895,0.89356,0.971542,0,40,6.2315,0,P
X031792,CDR2L,Q86X02,Cerebellar degeneration-related protein 2-like,267,9,4,4,1,1.036032,1.025953,0.967586,1.15272,1.014824,1.039136,1.033771,1.065881,1.113224,0,40,6.5153,0,Q
X031792,TMOD3,Q9NYL9,Tropomodulin-3,256,12,6,6,1,0.991014,1.077531,0.955824,1.012929,0.945125,0.968541,0.931377,1.022718,1.007322,1,40,7472,0,Q
X031792,RRM2,P31350,Ribonucleoside-diphosphate reductase subunit M2,332,8,3,3,1,1.23548,1.128753,1.015425,1.071771,1.131298,1.086382,1.15231,1.17237,1.123762,0,40,6.6967,0,P
X031792,VWA8,A3KMH1,von Willebrand factor A domain-containing protein 8,998,27,19,19,1,0.966866,1.042171,0.912713,0.90025,0.850038,0.922753,0.935991,0.971731,0.99664,0.64,40,7.0319,0,A
X031792,TBKBP1,A7MCY6,TANK-binding kinase 1-binding protein 1,147,6,3,3,1,1.08481,1.128692,0.915688,1.058125,0.974915,1.049966,1.01314,1.063366,1.32251,0,40,6.5195,0,A
X031792,HEATR1,Q9H583,HEAT repeat-containing protein 1,919,24,18,18,1,0.997141,1.186957,0.956764,1.092126,0.9929,1.035491,1.062398,1.066153,1.081639,0,40,6.9433,0,Q
X031792,HAUS3,Q68CZ6,HAUS augmin-like complex subunit 3,200,7,7,7,1,0.97595,1.085158,0.908466,1.010784,0.966436,0.985462,1.038015,0.997697,1.041854,1,40,6.6568,0,Q
X031792,COPG2,Q9UBF2,Coatomer subunit gamma-2,125,7,4,4,1,0.974461,1.06708,0.893091,1.060379,1.043999,1.013266,1.086961,0.980818,1.105459,0,40,6.8352,0,Q
X031792,VPS11,Q9H270,Vacuolar protein sorting-associated protein 11 homolog,275,9,5,5,1,0.931018,1.090874,0.953188,0.987429,0.917049,0.922724,0.939176,0.931943,1.074824,1,40,6.5666,0,Q
X031792,DNAJA4,Q8WW22,DnaJ homolog subfamily A member 4,229,6,4,4,1,1.05852,1.335974,0.885505,0.94174,1.037722,1.133368,1.034909,0.98088,1.010287,0,40,6.4809,0,Q
X031792,PCK2,Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",260,7,3,3,1,1.132952,1.214309,0.851083,1.01669,1.139675,1.060322,1.133234,1.087433,1.050794,0,40,6.6387,0,Q
X031792,HPS6,Q86YV9,Hermansky-Pudlak syndrome 6 protein,222,7,5,5,1,0.997341,1.300829,0.91295,1.166319,1.098645,1.215698,1.251814,1.133462,1.116711,0,40,6.4899,0,Q
X031792,SF3A2,Q15428,Splicing factor 3A subunit 2,175,3,3,3,1,1.166918,1.12536,0.98001,1.047797,1.144856,1.010653,1.111781,1.114138,1.077459,0,40,6.9074,0,Q
X031792,SF3B4,Q15427,Splicing factor 3B subunit 4,87,4,2,2,1,0.832367,1.001676,0.738586,0.896025,0.896525,0.904606,0.999641,0.886795,0.930405,1.02,40,6.7459,0,Q
X031792,BIRC6,Q9NR09,Baculoviral IAP repeat-containing protein 6,615,19,10,10,1,0.996191,1.229588,0.868805,1.092353,1.099829,1.054715,1.053326,1.108425,1.037901,0,40,6.4854,0,Q
X031792,SORD,Q00796,Sorbitol dehydrogenase,94,3,2,2,1,1.355036,1.471081,0.875913,1.071581,1.308799,1.012192,1.380344,1.063814,0.889113,0,40,7.0348,0,Q
X031792,PRDX2,P32119,Peroxiredoxin-2,208,6,4,4,1,1.376328,2.639904,0.978153,0.842992,1.392317,1.01711,1.514319,1.086884,0.767224,0,40,7.2232,0,P
X031792,THADA,Q6YHU6,Thyroid adenoma-associated protein,528,16,9,9,1,0.994582,1.176097,1.017211,1.168865,1.038555,1.107839,1.079473,1.118259,1.064931,0,40,6.7274,0,Q
X031792,MCM4,P33991,DNA replication licensing factor MCM4,1258,37,24,28,1,0.990689,1.116819,0.922377,0.928076,0.914932,1.049675,0.988952,0.965311,0.986793,1,40,8.1014,0,P
X031792,SLFN5,Q08AF3,Schlafen family member 5,151,4,3,3,1,1.039728,1.275105,1.058616,1.10428,1.111764,1.120166,1.107379,1.137572,1.121981,0,40,6.3354,0,Q
X031792,CHP1,Q99653,Calcineurin B homologous protein 1,396,10,7,7,1,0.976009,1123,0.954561,1.117404,1.021631,1.096316,1.051915,1.070347,1.085063,0,40,7.1276,0,Q
X031792,SEC13,P55735,Protein SEC13 homolog,304,11,4,4,1,0.973783,1.026257,0.909363,0.924942,0.912935,1.007183,0.920033,0.96481,0.969686,0,40,7.2259,0,P
X031792,CCT6A,P40227,T-complex protein 1 subunit zeta,543,17,10,11,1,1.188533,1.308565,0.936468,1.05643,1.13846,1.085992,1.271422,1.086724,0.970987,0,40,7.8006,0,P
X031792,EDEM3,Q9BZQ6,ER degradation-enhancing alpha-mannosidase-like protein 3,134,7,2,2,1,1.131306,1.424368,0.897578,1.185617,1.013697,1.15048,0.932819,0.956334,1.067502,0,40,6.4576,0,Q
X031792,RPS27A,P62979,Ubiquitin-40S ribosomal protein S27a,402,17,8,15,1,1.163772,1.313456,0.906874,0.937819,1.144994,0.96898,1.092067,0.953367,0.930869,0.6,40,8012,0,P
X031792,DDX5,P17844,Probable ATP-dependent RNA helicase DDX5,1876,82,29,50,1,0.947638,1.00508,0.81296,1.006106,0.938788,1.089737,1.023778,0.95415,0.992679,0,40,8.7781,0,P
X031792,TRIM28,Q13263,Transcription intermediary factor 1-beta,812,21,13,13,1,1.232788,1.424443,0.937742,1.002618,1.257763,1.026126,1.326001,1.082479,0.913534,0,40,7.5074,0,Q
X031792,P3H3,Q8IVL6,Prolyl 3-hydroxylase 3,240,7,4,4,1,1.000705,1.113331,0.898357,1.145134,1.013161,1.102322,1.042483,1.181424,1.123042,0,40,6689,0,Q
X031792,TEX264,Q9Y6I9,Testis-expressed protein 264,102,5,2,2,1,1.05777,1.2135,0.930411,0.661332,0.765225,0.927517,0.972071,0.927758,1.111135,0.82,40,6.2836,0,Q
X031792,NQO2,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],54,2,2,2,1,0.772759,1.022907,0.841256,0.861437,0.817969,0.943333,0.895987,1.172425,0.987239,0,40,6.8926,0,P
X031792,SEC61A1,P61619,Protein transport protein Sec61 subunit alpha isoform 1,412,16,9,13,1,0.963851,1.084858,0.940343,1.018431,0.928953,0.98367,0.935802,0.934134,1.000235,0,40,7.8813,0,P
X031792,PPP1CB,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,266,6,3,3,1,1.13954,1.308678,0.998165,1.141372,1.197114,1.115554,1.20975,1.11001,1.111387,0,40,6.7812,0,P
X031792,LENG8,Q96PV6,Leukocyte receptor cluster member 8,224,8,3,4,1,0.975533,1.01857,0.892448,1.003829,1.019185,0.999284,0.932073,0.866655,1.075863,2.01,40,6.6902,0,Q
X031792,LSM14B,Q9BX40,Protein LSM14 homolog B,90,4,2,2,1,1.051214,1.124155,0.902029,0.991678,1.055669,1.142378,1.050698,1.027594,0.976734,1,40,6.6901,0,Q
X031792,EIF3C,Q99613,Eukaryotic translation initiation factor 3 subunit C,922,24,18,18,1,1.025095,1.203352,0.861669,0.995858,1.03262,1.025249,1.04057,0.943541,0.915987,0,40,7562,0,Q
X031792,HAUS6,Q7Z4H7,HAUS augmin-like complex subunit 6,417,9,9,9,1,0.956898,1.13306,0.998579,1.055578,1.009807,1.022469,0.976245,0.984093,1.02695,0,40,6.8825,0,Q
X031792,GOLGA2,Q08379,Golgin subfamily A member 2,849,20,11,11,1,0.970016,1.088428,0.990049,1.04242,0.94965,1.002721,0.967465,1.021616,1.070503,1,40,7.1477,0,Q
X031792,GOLGA3,Q08378,Golgin subfamily A member 3,825,20,12,12,1,0.958547,1.159977,0.959217,1.047444,1.015229,1.033413,1041,1.021572,1.025884,0,40,6.9742,0,Q
X031792,TSEN34,Q9BSV6,tRNA-splicing endonuclease subunit Sen34,92,2,2,2,1,1.116646,1.165447,1.035646,1.003398,0.946667,1.129744,1.086745,0.999501,1.143662,1,40,6.1133,0,Q
X031792,ADSL,P30566,Adenylosuccinate lyase,243,6,3,3,1,1.370442,1.444419,0.916075,0.954856,1.26322,1.090483,1.408587,1.050631,0.935138,1,40,6.3101,0,P
X031792,GCN1,Q92616,eIF-2-alpha kinase activator GCN1,3427,96,67,73,1,1.020791,1.186791,0.973588,1.069889,1.006109,1.045153,1.065946,1.030142,1.021561,0,40,7.8178,0,Q
X031792,LARP4B,Q92615,La-related protein 4B,116,4,2,2,1,1.057787,1.000745,0.940947,0.992438,1.099993,1.076523,1.11524,1.084364,0.986136,1,40,6.4407,0,Q
X031792,CEP85,Q6P2H3,Centrosomal protein of 85 kDa,428,10,8,8,1,1.029017,1.200238,0.976675,1.15902,1.024236,1.100642,1.108962,1.111412,1.049105,0,40,7.1168,0,Q
X031792,SCYL1,Q96KG9,N-terminal kinase-like protein,661,21,13,13,1,1.01348,1.059866,0.822361,0.988461,0.966591,1.072967,1.029093,0.960812,0.953744,1,40,7.4516,0,Q
X031792,AHSA1,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,275,8,6,6,1,1.124951,1.2496,0.96035,1.013019,1.176624,1.052604,1.209078,1.031175,0.920174,0,40,7.2225,0,O
X031792,RBM14,Q96PK6,RNA-binding protein 14,1037,37,20,24,1,0.964848,1.155399,0.956233,1.090864,0.995434,1.13626,1.081553,1.020745,0.98953,0,40,8.3067,0,Q
